               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 158,            0.025923,            0.031543,           0.0032669,              0.6594,             0.68481,             0.67546,             0.43226,            0.025578,            0.020962,            0.012204,           0.0068914,           0.0068914,           0.0068914
                 159,            0.025957,            0.030999,           0.0028795,             0.73625,             0.64836,             0.67082,              0.4272,            0.025592,            0.020653,            0.018808,           0.0068716,           0.0068716,           0.0068716
                 160,            0.025893,            0.029804,           0.0029731,             0.60727,             0.70589,             0.66654,             0.43874,            0.025555,            0.021966,            0.014657,           0.0068518,           0.0068518,           0.0068518
                 161,            0.026326,            0.031495,           0.0035273,             0.67358,             0.64393,             0.64538,             0.41757,            0.024732,            0.022233,            0.011823,            0.006832,            0.006832,            0.006832
                 162,            0.026272,            0.030854,           0.0033078,             0.72365,             0.64137,               0.676,             0.42433,            0.024833,            0.021884,            0.016209,           0.0068122,           0.0068122,           0.0068122
                 163,            0.025335,            0.030415,           0.0029555,             0.65419,             0.66623,             0.65085,             0.40828,            0.024928,            0.021614,            0.011293,           0.0067924,           0.0067924,           0.0067924
                 164,            0.025911,            0.031572,           0.0033402,              0.7039,             0.60085,             0.66371,             0.42101,            0.023958,            0.021969,            0.014444,           0.0067726,           0.0067726,           0.0067726
                 165,            0.026252,            0.030407,           0.0034523,             0.68013,             0.62951,             0.65015,             0.40235,            0.025891,            0.022341,            0.016512,           0.0067528,           0.0067528,           0.0067528
                 166,            0.025324,            0.029421,           0.0032968,             0.56667,             0.61019,             0.62142,             0.40209,            0.025392,            0.023255,            0.026605,            0.006733,            0.006733,            0.006733
                 167,            0.025601,            0.029823,           0.0031178,             0.61879,             0.62756,             0.64841,             0.42443,            0.026313,            0.022844,             0.02152,           0.0067132,           0.0067132,           0.0067132
                 168,            0.025904,            0.030063,           0.0031294,             0.68428,             0.64664,             0.67605,             0.45798,            0.024928,            0.022556,            0.015323,           0.0066934,           0.0066934,           0.0066934
                 169,            0.025091,            0.030174,           0.0028599,             0.65167,              0.6635,              0.6604,             0.43707,            0.024596,            0.022844,            0.016054,           0.0066736,           0.0066736,           0.0066736
                 170,             0.02521,            0.030129,           0.0033454,             0.70326,             0.59191,             0.66133,             0.43828,            0.024577,              0.0237,            0.012491,           0.0066538,           0.0066538,           0.0066538
                 171,            0.025915,            0.029324,           0.0033947,             0.67347,               0.625,             0.66933,             0.43282,             0.02569,            0.023327,            0.013795,            0.006634,            0.006634,            0.006634
                 172,            0.025973,            0.029319,           0.0033175,             0.70084,             0.61955,             0.66722,             0.43826,            0.024423,            0.020028,            0.012032,           0.0066142,           0.0066142,           0.0066142
                 173,            0.025245,            0.029509,           0.0029565,             0.77956,             0.55651,             0.66861,             0.44028,            0.024371,            0.021072,            0.019726,           0.0065944,           0.0065944,           0.0065944
                 174,            0.024625,            0.029476,           0.0026419,             0.65428,             0.64134,             0.64218,             0.42294,            0.024328,            0.022658,            0.016778,           0.0065746,           0.0065746,           0.0065746
                 175,            0.025484,             0.02911,           0.0029903,             0.73198,             0.59769,             0.64226,             0.42675,            0.024771,            0.022816,            0.023642,           0.0065548,           0.0065548,           0.0065548
                 176,            0.025916,            0.029227,            0.003391,             0.70876,             0.62799,             0.66909,             0.44014,            0.024333,            0.022321,            0.010623,            0.006535,            0.006535,            0.006535
                 177,            0.025764,            0.030119,           0.0033545,             0.60368,             0.66087,             0.65407,             0.44019,            0.023586,            0.021528,            0.012297,           0.0065152,           0.0065152,           0.0065152
                 178,            0.025284,            0.029605,           0.0032889,              0.6716,             0.60383,             0.64687,             0.42381,            0.024334,            0.022282,            0.013817,           0.0064954,           0.0064954,           0.0064954
                 179,            0.025142,            0.028406,           0.0031932,             0.69714,             0.66828,             0.65833,             0.43005,            0.024371,            0.021995,            0.015612,           0.0064756,           0.0064756,           0.0064756
                 180,            0.025335,            0.028716,           0.0028257,             0.68797,             0.62488,             0.66047,             0.42945,            0.024891,            0.021694,            0.011745,           0.0064558,           0.0064558,           0.0064558
                 181,            0.025619,            0.029619,           0.0027682,             0.74668,             0.60402,              0.6524,             0.41131,            0.025497,            0.022203,            0.024591,            0.006436,            0.006436,            0.006436
                 182,            0.024562,            0.028686,           0.0028348,             0.76273,             0.60337,             0.67283,             0.44393,            0.024904,            0.023262,            0.020204,           0.0064162,           0.0064162,           0.0064162
                 183,            0.025259,            0.029413,           0.0028309,             0.63716,              0.6905,             0.67725,             0.44273,            0.025012,            0.022955,             0.01624,           0.0063964,           0.0063964,           0.0063964
                 184,            0.025545,            0.028637,           0.0030676,             0.76333,             0.54557,             0.66187,             0.43016,            0.024467,            0.022159,            0.021212,           0.0063766,           0.0063766,           0.0063766
                 185,            0.024949,            0.029758,            0.002999,             0.77721,             0.58713,             0.64142,             0.42006,            0.025086,            0.022973,            0.017102,           0.0063568,           0.0063568,           0.0063568
                 186,            0.024637,            0.028999,           0.0027487,             0.65506,              0.6509,             0.65898,             0.41662,            0.025278,            0.023144,            0.014382,            0.006337,            0.006337,            0.006337
                 187,            0.025309,            0.029837,           0.0029162,             0.66651,             0.58327,             0.64477,             0.41826,            0.024308,            0.022912,            0.014378,           0.0063172,           0.0063172,           0.0063172
                 188,            0.024594,            0.029155,           0.0029513,             0.69824,             0.62457,             0.66218,             0.42056,            0.025003,            0.023328,            0.017143,           0.0062974,           0.0062974,           0.0062974
                 189,            0.024258,            0.029625,           0.0026768,             0.73788,             0.60329,             0.66864,             0.44048,            0.025006,            0.022991,            0.011647,           0.0062776,           0.0062776,           0.0062776
                 190,            0.024384,            0.029419,           0.0027067,             0.68881,             0.65189,             0.65418,             0.41818,             0.02506,            0.023091,            0.011165,           0.0062578,           0.0062578,           0.0062578
                 191,             0.02464,            0.028696,           0.0029471,             0.68698,             0.67082,             0.66207,             0.44142,            0.024449,             0.02258,            0.016251,            0.006238,            0.006238,            0.006238
                 192,            0.024982,            0.027991,           0.0027149,             0.68483,             0.66749,             0.67383,             0.43708,            0.023936,            0.022407,            0.011935,           0.0062182,           0.0062182,           0.0062182
                 193,            0.024739,            0.029068,           0.0031016,             0.75852,             0.57234,             0.66055,             0.43935,            0.024355,            0.022517,           0.0095701,           0.0061984,           0.0061984,           0.0061984
                 194,            0.024496,            0.028237,           0.0033408,             0.72472,             0.60298,             0.63767,             0.42185,             0.02495,            0.022937,            0.011039,           0.0061786,           0.0061786,           0.0061786
                 195,            0.024552,            0.029153,            0.002966,             0.67138,              0.6763,             0.67716,             0.44297,            0.024021,             0.02257,            0.013299,           0.0061588,           0.0061588,           0.0061588
                 196,             0.02449,            0.028955,           0.0030926,             0.67666,             0.65688,             0.65192,              0.4268,            0.024272,            0.023059,            0.019017,            0.006139,            0.006139,            0.006139
                 197,            0.025275,            0.029421,           0.0034848,             0.65679,             0.67066,             0.64675,             0.41712,            0.025193,            0.023084,            0.011999,           0.0061192,           0.0061192,           0.0061192
                 198,            0.024201,            0.028013,           0.0028245,             0.70275,             0.62898,              0.6664,             0.43712,            0.025209,            0.022684,            0.014868,           0.0060994,           0.0060994,           0.0060994
                 199,            0.023798,            0.028455,           0.0026295,             0.66597,             0.63126,             0.63476,             0.42244,            0.024442,            0.022914,            0.024855,           0.0060796,           0.0060796,           0.0060796
                 200,             0.02411,            0.028586,           0.0028737,             0.71077,             0.64575,             0.67725,             0.44917,            0.024631,            0.023261,            0.012198,           0.0060598,           0.0060598,           0.0060598
                 201,            0.024091,              0.0284,            0.002941,             0.74572,             0.61815,              0.6721,             0.44128,            0.023984,            0.023196,            0.019145,             0.00604,             0.00604,             0.00604
                 202,             0.02394,            0.028267,           0.0032016,             0.65591,             0.66087,             0.66284,             0.43732,            0.024411,            0.022971,            0.017217,           0.0060202,           0.0060202,           0.0060202
                 203,            0.023857,              0.0282,             0.00287,             0.67532,             0.59077,             0.64388,             0.42791,            0.024809,            0.022654,            0.014696,           0.0060004,           0.0060004,           0.0060004
                 204,            0.024131,            0.027925,           0.0030199,             0.67163,             0.59362,             0.65386,             0.42086,            0.024473,            0.022639,             0.01901,           0.0059806,           0.0059806,           0.0059806
                 205,            0.024615,            0.029415,           0.0025686,             0.70592,             0.64406,             0.66888,              0.4291,            0.023745,            0.022037,            0.012748,           0.0059608,           0.0059608,           0.0059608
                 206,            0.023518,            0.027562,           0.0025524,             0.58211,             0.67575,             0.65464,             0.42145,            0.023849,            0.022668,           0.0098423,            0.005941,            0.005941,            0.005941
                 207,            0.023662,            0.027422,           0.0029371,             0.67755,             0.57683,             0.62294,             0.39308,            0.024737,            0.024016,            0.010962,           0.0059212,           0.0059212,           0.0059212
                 208,            0.024206,            0.028632,            0.002805,             0.65752,              0.6707,             0.65827,             0.43278,            0.023793,            0.022507,            0.011614,           0.0059014,           0.0059014,           0.0059014
                 209,            0.023526,            0.027632,           0.0030732,             0.71299,             0.63069,             0.67946,             0.42419,            0.024207,            0.022235,            0.013924,           0.0058816,           0.0058816,           0.0058816
                 210,            0.023882,            0.027099,            0.003086,             0.73276,             0.63375,             0.68364,             0.44374,            0.024793,             0.02344,           0.0098945,           0.0058618,           0.0058618,           0.0058618
                 211,            0.023977,            0.028101,           0.0025242,             0.64404,             0.66392,             0.64781,             0.43218,            0.023485,            0.023005,            0.013393,            0.005842,            0.005842,            0.005842
                 212,            0.023574,            0.028634,           0.0023839,             0.70797,             0.60086,             0.65613,             0.42319,            0.024795,            0.025399,            0.012259,           0.0058222,           0.0058222,           0.0058222
